eventid,iyear,imonth,iday,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,location,summary,alternative,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,motive,nperps,nperpcap,weaptype1,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,addnotes,dbsource
1.97004E+11,1970,4,21,0,,217,United States,1,North America,California (U.S. State),Los Angeles,34.05349,-118.245319,Intersection of Wabash Ave. and Sentinel Ave.,"4/21/1970:  Unknown perpetrators threw two Molotov Cocktails into a Bank of America branch in Los Angeles,  California, United States.  Another firebomb thrown into the facility did not explode.  There were no casualties but the building sustained an estimated $30,000 in damages.",,1,0,7,Facility/Infrastructure Attack,1,Business,Left-Wing Militants,"Bank of America was perceived to symbolize the ""capitalist exploitation of the little man.""",3,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"The incident took place around 2:30 AM.  After the firebombs ignited, three people were witnessed fleeing the scene in a car.",Hewitt Project
1.97004E+11,1970,4,22,0,,217,United States,1,North America,California (U.S. State),Trona,35.76625,-117.370674,,"4/22/1970: Unknown perpetrators bombed a pipeline supplying brine to the American Potash Plant in Trona, California, United States.  There were no casualties but the salt-water pipeline was destroyed and the fire hydrants of Trona were dry for around eight hours.  At the time, the American Potash Plant of Trona was the scene of a major workers strike.",,1,0,3,Bombing/Explosion,1,Business,Strikers,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Other attacks in Trona during the American Potash Plant strike include 197004050004, 197004050005, 197004140002, 197004220001, and 197005210001,",Hewitt Project
1.97004E+11,1970,4,22,0,,217,United States,1,North America,California (U.S. State),Berkeley,37.869885,-122.270539,"University of California, Berkeley","4/22/1970: In a series of related incidents, unknown perpetrators firebombed building T-9 at the University of California, Berkeley, United States.  There were no casualties but the upper floor of the building sustained extensive damages.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Student Radicals,,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Part of a multiple attack with 197004220003.  The building was an old, temporary, wooden structure.",Hewitt Project
1.97004E+11,1970,4,22,0,,217,United States,1,North America,California (U.S. State),Berkeley,37.869885,-122.270539,"University of California, Berkeley","4/22/1970: In a series of related incidents, unknown perpetrators placed a firebomb in building T-7 at the University of California, Berkeley, United States.  The bomb was discovered before it ignited.",,0,0,7,Facility/Infrastructure Attack,8,Educational Institution,Student Radicals,,-99,-99,8,Incendiary,0,0,0,0,0,0,0,,,"Part of a multiple attack with 197004220002.  The building was an old, temporary, wooden structure.",Hewitt Project
1.97004E+11,1970,4,22,0,,217,United States,1,North America,Wisconsin (U.S. State),Milwaukee,43.04181,-87.906844,,"4/22/1970: Unknown perpetrators firebombed the Schmidt Building in Milwaukee, Wisconsin, United States.  There were no casualties but the facility was damaged.  Federal government offices were located in the building.",,1,0,7,Facility/Infrastructure Attack,2,Government (General),Student Radicals,,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97004E+11,1970,4,22,0,,217,United States,1,North America,Illinois (U.S. State),Urbana,40.11727,-88.204489,University of Illinois,"4/22/1970: Two women failed in their attempts to ignite a gasoline bomb at the University of Illinois' Police Station in Urbana, United States.",,0,0,7,Facility/Infrastructure Attack,3,Police,Student Radicals,,2,-99,8,Incendiary,0,0,0,0,0,0,0,,,The failed attack occurred one week after demonstrations against the R.O.T.C. at the University of Illinois.,Hewitt Project
1.97004E+11,1970,4,22,0,,217,United States,1,North America,California (U.S. State),Redlands,34.055282,-117.18258,Redlands University,"4/22/1970: Unknown perpetrators set off two firebombs at Redlands University in California, United States.  A Molotov cocktail destroyed offices in the administrative building and a bottle filled with inflammable liquid caused minor damages to a bathroom in the Hall of Letters.  There were no casualties but the total damage was estimated at $40,000.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Left-Wing Militants,,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"The president of the University of Redlands, Dr. George Armacost, did not believe that the attack was perpetrated by students at the university.",Hewitt Project
1.97004E+11,1970,4,23,0,,217,United States,1,North America,Puerto Rico (Commonwealth),Aguada Relay Station,18.398731,-67.177238,Atop a mountain,"4/23/1970: In a series of four related incidents, the Armed Commandos of Liberation claimed credit for placing bombs that were discovered in a U.S. Naval Relay Power Station in Puerto Rico. Cumulatively, fifty-one out of fifty-three bombs failed to explode with the remaining two bombs causing minor damage.",,0,0,3,Bombing/Explosion,4,Military,Armed Commandos of Liberation,To cripple the telecommunications facilities of Puerto Rico,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Part of a multiple attack with 197004230002, 197004230003, and 197004230004.  The overall goal of the bombings were to cripple Puerto Rican telecommunication facilities.  No information could be found describing a specific breakdown of how many bombs were placed at each target.  The Armed Commandos of Liberation claimed that the attacks caused more damage than what the media reported.  Specifically, the ACL claimed that the police microwave communications were destroyed.   This incident took place at the same time that the La Liga Socialista Puertorriquena led a strike against General Electric in Puerto Rico.",Hewitt Project
1.97004E+11,1970,4,23,0,,217,United States,1,North America,Puerto Rico (Commonwealth),Aguada,18.379626,-67.188421,Atop a mountain,"4/23/1970: In a series of four related incidents, the Armed Commandos of Liberation claimed credit for placing bombs that were discovered in the offices of Motorola Inc. in Puerto Rico.  Cumulatively, fifty-one out of fifty-three bombs failed to explode with the remaining two bombs causing minor damage.",,0,0,3,Bombing/Explosion,16,Telecommunication,Armed Commandos of Liberation,To cripple the telecommunications facilities of Puerto Rico,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Part of a multiple attack with 197004230001, 197004230003, and 197004230004.  The overall goal of the bombings were to cripple Puerto Rican telecommunication facilities.  No information could be found describing a specific breakdown of how many bombs were placed at each target.  The Armed Commandos of Liberation claimed that the attacks caused more damage than what the media reported.  Specifically, the ACL claimed that the police microwave communications were destroyed.   This incident took place at the same time that the La Liga Socialista Puertorriquena led a strike against General Electric in Puerto Rico.",Hewitt Project
1.97004E+11,1970,4,23,0,,217,United States,1,North America,Puerto Rico (Commonwealth),Aguada,18.379626,-67.188421,Atop a mountain,"4/23/1970: In a series of four related incidents, the Armed Commandos of Liberation claimed credit for placing bombs that were discovered at the International Telephone and Telegraph building in Puerto Rico.  Cumulatively, fifty-one out of fifty-three  bombs failed to explode with the remaining two bombs causing minor damage.",,0,0,3,Bombing/Explosion,16,Telecommunication,Armed Commandos of Liberation,To cripple the telecommunications facilities of Puerto Rico,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,"Part of a multiple attack with 197004230002, 197004230001, and 197004230004.  The overall goal of the bombings were to cripple Puerto Rican telecommunication facilities.  No information could be found describing a specific breakdown of how many bombs were placed at each target.  The Armed Commandos of Liberation claimed that the attacks caused more damage than what the media reported.  Specifically, the ACL claimed that the police microwave communications were destroyed.   This incident took place at the same time that the La Liga Socialista Puertorriquena led a strike against General Electric in Puerto Rico.",Hewitt Project
1.97004E+11,1970,4,23,0,,217,United States,1,North America,Puerto Rico (Commonwealth),Aguada,18.379626,-67.188421,Atop a mountain,"4/23/1970: In a series of four related incidents, the Armed Commandos of Liberation claimed credit for placing bombs in a Puerto Rican police station.  The perpetrators were targeting communication devices.  Cumulatively, fifty-one out of fifty-three bombs failed to explode with the remaining two bombs causing minor damage.",,0,0,3,Bombing/Explosion,3,Police,Armed Commandos of Liberation,To cripple the telecommunications facilities of Puerto Rico,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,"Part of a multiple attack with 197004230002, 197004230003, and 197004230001.  The overall goal of the bombings were to cripple Puerto Rican telecommunication facilities.  No information could be found describing a specific breakdown of how many bombs were placed at each target.  The Armed Commandos of Liberation claimed that the attacks caused more damage than what the media reported.  Specifically, the ACL claimed that the police microwave communications were destroyed.  This incident took place at the same time that the La Liga Socialista Puertorriquena led a strike against General Electric in Puerto Rico.",Hewitt Project
1.97004E+11,1970,4,24,0,,217,United States,1,North America,California (U.S. State),Palo Alto,37.44466,-122.160794,Stanford University,"4/24/1970:  Unknown perpetrators threw firebombs into two separate wings of the Center for Advanced Studies of Behavioral Sciences Building at Stanford University in Palo Alto, California, United States.  There were no casualties but there was an estimated $100,000 in damages not including lost research.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Student Radicals,Protest the presence of the R.O.T.C. at Stanford University.,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),The attack occurred three hours after a sit-in at Stanford University protesting the R.O.T.C..  World renowned scholar M. N. Srinivas lost his lifework on the Indian caste system as a result of the fire.,Hewitt Project
1.97004E+11,1970,4,24,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,Manhattan,"4/24/1970: Unknown perpetrators bombed the Army and Air Force Recruiting Office located in an office building in Manhattan, New York, United States.  There were no casualties but the building sustained extensive damages.",,1,0,3,Bombing/Explosion,4,Military,Left-Wing Militants,Protest the Vietnam War and US military,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),Police believed that the same perpetrators also carried out 197004290001.,Hewitt Project
1.97004E+11,1970,4,24,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,Manhattan,"4/24/1970: Republic of China's Vice Premier, Chiang Ching-kuo was visiting the United States for a meeting of the Far East-America Council of Commerce and Industry. While entering Manhattan's Plaza Hotel for a luncheon, an Asian man ran towards Chiang, pointing a black automated pistol. New York Detective James Ziede, acting as Chiang's security, grabbed the  assailant's arm before he shot, deflecting the bullet aimed at Chiang towards the glass door and Chiang remained unharmed.  Peter Huang Wen-hsiung, a Taiwan-born Chinese, and his brother-in-law, Cheng Tzu-tsai, were the named assailants.",,0,0,1,Assassination,7,Government (Diplomatic),The World United Formosans for Independence (WUFI),"Peter Huang Wen-hsiung Taiwan, a  member of WUFI, a pro-independence group, was opposed to the political views of the KMT, Chiang's party,  who favored the re-unification of Taiwan with mainland China.",2,2,5,Firearms,0,0,0,0,0,0,1,3,Minor (likely < $1 million),Huang and Cheng Tzu-tsai were arrested but jumped bail and fled the United States.,Hewitt Project
